74.77
76.33
80.03
81.66
82.52
82.94
80.88
82.44
82.30
82.94
84.15
83.30
82.80
82.66
81.73
84.65
83.01
83.01
84.51
84.93
83.72
85.00
84.58
85.50
85.50
84.51
86.64
86.85
84.93
85.07
85.07
84.22
85.00
86.14
82.44
86.21
84.93
86.78
85.86
86.92
87.06
83.51
85.29
86.57
85.57
86.99
86.71
86.50
85.22
86.99
